Username,Conversation_name,Date_sent,Message_type,Read
zrodriguez,Conversation_141,2023-05-26 05:55:57,attachment,True
zrodriguez,Conversation_141,2020-09-02 18:20:08,text,True
hpatterson,Conversation_142,2022-01-27 15:52:37,text,False
hpatterson,Conversation_142,2022-05-28 19:22:36,image,False
hpatterson,Conversation_142,2022-11-03 23:37:30,text,True
hpatterson,Conversation_142,2022-04-18 13:41:54,attachment,False
hpatterson,Conversation_142,2024-01-06 18:17:04,image,True
youngchristina,Conversation_143,2022-02-01 01:25:31,image,True
nreese,Conversation_143,2020-08-21 21:17:44,text,False
nreese,Conversation_143,2021-08-26 18:43:27,image,False
youngchristina,Conversation_143,2021-03-10 09:48:55,image,False
youngchristina,Conversation_143,2022-08-18 01:28:35,attachment,False
youngchristina,Conversation_143,2020-06-13 13:14:07,attachment,True
youngchristina,Conversation_143,2021-05-15 18:18:04,attachment,True
nreese,Conversation_143,2020-06-20 04:21:55,text,False
youngchristina,Conversation_143,2023-07-27 17:47:31,attachment,True
jonathanbrown,Conversation_144,2022-07-19 06:12:07,text,False
moralesnicholas,Conversation_144,2021-02-21 09:30:56,text,False
jonathanbrown,Conversation_144,2020-09-24 03:49:01,text,True
jonathanbrown,Conversation_144,2023-03-06 02:18:15,attachment,False
jonathanbrown,Conversation_144,2024-01-04 00:24:28,text,True
moralesnicholas,Conversation_144,2022-04-20 17:09:06,image,True
moralesnicholas,Conversation_144,2020-06-14 03:08:47,image,False
jonathanbrown,Conversation_144,2020-03-09 03:51:04,image,False
moralesnicholas,Conversation_144,2022-04-16 12:00:23,text,False
ehaas,Conversation_145,2022-08-31 09:57:20,attachment,False
ehaas,Conversation_145,2021-02-20 05:34:11,image,True
ehaas,Conversation_145,2020-11-16 23:46:18,attachment,False
ehaas,Conversation_145,2020-12-19 12:58:43,image,True
laurarivas,Conversation_146,2023-12-05 03:44:42,attachment,True
madison25,Conversation_146,2022-10-01 19:09:14,image,True
johnsapril,Conversation_147,2020-08-18 19:17:34,text,True
xfarmer,Conversation_147,2020-01-08 18:33:30,image,True
johnsapril,Conversation_147,2021-12-27 10:09:00,image,True
johnsapril,Conversation_147,2020-04-20 14:52:04,attachment,True
johnsapril,Conversation_147,2022-01-22 01:48:35,attachment,False
latasha21,Conversation_148,2023-05-31 12:18:05,image,True
latasha21,Conversation_148,2022-05-17 14:36:40,attachment,False
jasmine73,Conversation_148,2023-03-18 16:48:36,text,True
latasha21,Conversation_148,2023-11-30 04:26:05,text,True
latasha21,Conversation_148,2024-03-03 04:53:56,attachment,False
latasha21,Conversation_148,2022-07-29 15:07:53,attachment,False
latasha21,Conversation_148,2021-01-24 15:22:10,image,False
jasmine73,Conversation_148,2022-10-18 01:46:15,text,False
jasmine73,Conversation_148,2020-11-28 22:44:38,text,True
meganwilliams,Conversation_149,2021-07-16 09:20:45,text,True
elizabeth03,Conversation_149,2022-02-03 08:28:52,text,False
elizabeth03,Conversation_149,2021-03-11 08:48:05,text,True
meganwilliams,Conversation_149,2022-06-21 22:54:27,attachment,False
meganwilliams,Conversation_149,2022-11-23 23:52:16,image,True
hodgesjames,Conversation_150,2024-04-09 12:42:28,attachment,True
hodgesjames,Conversation_150,2023-08-02 23:39:56,attachment,False
karinabrown,Conversation_150,2020-05-30 04:36:07,text,False
karinabrown,Conversation_150,2023-03-27 02:14:19,attachment,False
williamssharon,Conversation_151,2022-02-01 05:33:26,attachment,False
scott61,Conversation_151,2022-10-12 01:17:39,text,True
scott61,Conversation_151,2022-10-13 08:25:52,text,True
scott61,Conversation_151,2022-11-14 23:41:00,text,False
williamssharon,Conversation_151,2022-02-24 03:59:24,text,False
scott61,Conversation_151,2020-11-23 20:08:22,text,False
gguerrero,Conversation_152,2023-03-14 22:18:20,text,True
gguerrero,Conversation_152,2022-02-01 04:37:45,text,True
gguerrero,Conversation_152,2022-03-28 09:25:22,attachment,False
gguerrero,Conversation_152,2022-03-25 07:50:31,text,True
gguerrero,Conversation_152,2021-09-27 03:26:51,attachment,True
gguerrero,Conversation_152,2022-02-25 20:21:24,attachment,False
gguerrero,Conversation_152,2021-03-18 23:40:10,text,False
whiteheadrachel,Conversation_152,2021-04-28 09:25:41,image,True
whiteheadrachel,Conversation_152,2020-05-19 02:55:03,attachment,False
gguerrero,Conversation_152,2022-03-26 11:49:51,attachment,True
justinstein,Conversation_153,2022-11-02 13:02:17,attachment,True
djames,Conversation_153,2023-09-29 10:40:35,text,True
justinstein,Conversation_153,2022-08-24 02:58:25,attachment,True
djames,Conversation_153,2020-12-29 02:56:04,image,True
djames,Conversation_153,2022-12-19 02:15:59,attachment,False
djames,Conversation_153,2021-10-02 18:14:01,attachment,True
justinstein,Conversation_153,2022-10-10 08:12:28,text,False
justinstein,Conversation_153,2020-10-30 10:17:18,image,False
djames,Conversation_153,2020-09-09 07:45:12,text,True
aaron26,Conversation_154,2020-07-06 10:41:10,attachment,False
kimberlyrobinson,Conversation_154,2022-02-16 01:24:36,attachment,True
aaron26,Conversation_154,2020-07-30 13:42:56,image,False
kimberlyrobinson,Conversation_154,2024-01-25 19:06:27,attachment,False
phillipsamanda,Conversation_155,2020-04-01 11:10:31,text,False
christopher08,Conversation_155,2022-10-15 16:08:27,attachment,False
christopher08,Conversation_155,2022-12-28 19:21:01,text,False
phillipsamanda,Conversation_155,2021-10-03 11:51:51,image,True
christopher08,Conversation_155,2023-05-21 13:49:25,text,False
phillipsamanda,Conversation_155,2020-10-25 12:45:11,image,True
phillipsamanda,Conversation_155,2023-07-12 02:22:34,image,True
christopher08,Conversation_155,2023-02-05 10:09:44,image,False
christopher08,Conversation_155,2022-05-03 06:32:17,image,True
haynesmelanie,Conversation_156,2021-11-01 06:09:32,attachment,False
goodmanshane,Conversation_156,2021-09-05 20:27:39,image,True
haynesmelanie,Conversation_156,2020-08-28 21:35:53,text,True
goodmanshane,Conversation_156,2022-05-13 16:59:42,attachment,False
goodmanshane,Conversation_156,2020-09-21 20:14:17,attachment,True
haynesmelanie,Conversation_156,2021-04-27 10:49:01,attachment,False
jordanmoore,Conversation_157,2021-02-17 15:44:24,attachment,True
jordanmoore,Conversation_157,2022-03-20 23:45:49,attachment,False
lewisbreanna,Conversation_157,2023-02-09 04:10:24,attachment,True
lewisbreanna,Conversation_157,2021-07-10 20:46:51,attachment,False
jordanmoore,Conversation_157,2023-07-10 00:47:22,attachment,False
jordanmoore,Conversation_157,2023-03-31 14:30:08,text,True
lewisbreanna,Conversation_157,2022-06-13 02:46:08,text,True
lewisbreanna,Conversation_157,2022-03-14 19:46:15,attachment,False
jordanmoore,Conversation_157,2022-10-28 13:49:40,image,False
millerlinda,Conversation_158,2023-07-26 23:16:57,text,True
millerlinda,Conversation_158,2020-04-22 01:28:56,attachment,True
millerlinda,Conversation_158,2020-10-14 02:27:55,attachment,False
millerlinda,Conversation_158,2022-07-17 18:35:24,image,False
millerlinda,Conversation_158,2022-05-13 15:42:24,attachment,True
cameronerica,Conversation_158,2022-04-23 19:54:16,text,True
cameronerica,Conversation_158,2021-05-16 04:27:34,image,True
nmoore,Conversation_159,2020-08-06 11:14:00,attachment,False
glenn56,Conversation_159,2023-07-21 00:10:37,image,True
glenn56,Conversation_159,2022-08-25 04:13:33,text,False
glenn56,Conversation_159,2022-04-14 00:52:09,text,True
nmoore,Conversation_159,2023-07-28 16:58:24,attachment,True
frankthomas,Conversation_160,2020-11-20 11:22:02,text,False
michael17,Conversation_160,2022-12-28 08:38:40,image,True
michael17,Conversation_160,2022-03-28 20:09:15,text,False
tyler26,Conversation_161,2020-07-31 20:47:51,text,False
tyler26,Conversation_161,2020-02-15 05:10:08,attachment,False
julia13,Conversation_162,2022-08-29 14:17:44,attachment,False
christine59,Conversation_162,2021-09-21 21:57:44,image,False
christine59,Conversation_162,2020-07-21 14:14:38,image,True
julia13,Conversation_162,2024-02-22 17:12:39,attachment,True
julia13,Conversation_162,2020-07-13 18:21:33,image,True
matthewnewman,Conversation_163,2020-10-12 08:50:23,attachment,False
gregory99,Conversation_163,2020-07-07 17:08:01,image,False
matthewnewman,Conversation_163,2022-09-01 17:22:40,attachment,False
matthewnewman,Conversation_163,2020-03-15 21:58:34,attachment,False
wlove,Conversation_164,2023-04-06 17:52:59,text,False
schneidercindy,Conversation_164,2023-04-11 18:56:33,image,True
schneidercindy,Conversation_164,2020-02-12 08:15:17,attachment,True
wlove,Conversation_164,2022-04-12 00:38:41,attachment,True
wlove,Conversation_164,2023-05-31 14:30:49,text,False
schneidercindy,Conversation_164,2021-07-21 14:28:02,text,False
schneidercindy,Conversation_164,2023-09-07 18:15:29,text,True
raymond62,Conversation_165,2021-08-13 14:16:50,image,True
tgarcia,Conversation_165,2024-01-05 12:06:35,image,False
raymond62,Conversation_165,2022-03-13 05:51:20,attachment,True
tgarcia,Conversation_165,2021-02-13 00:46:03,attachment,False
preston74,Conversation_166,2023-09-15 21:13:14,attachment,False
gcarey,Conversation_166,2020-12-29 20:22:10,attachment,True
gcarey,Conversation_166,2021-03-07 00:54:34,image,True
preston74,Conversation_166,2023-11-26 13:48:28,image,False
preston74,Conversation_166,2021-05-05 05:12:22,image,True
gcarey,Conversation_166,2023-10-12 14:09:51,attachment,True
james65,Conversation_167,2020-06-08 04:58:21,text,False
james65,Conversation_167,2022-12-03 03:27:33,attachment,True
wsmith,Conversation_167,2023-07-05 07:53:57,text,False
james65,Conversation_167,2022-05-01 11:50:14,text,False
james65,Conversation_167,2020-10-28 08:31:01,text,False
wsmith,Conversation_167,2020-04-28 21:46:06,image,True
james65,Conversation_167,2023-07-13 06:52:53,text,False
james65,Conversation_167,2022-11-30 11:21:47,text,True
wsmith,Conversation_167,2023-08-22 23:41:02,image,True
cwarner,Conversation_168,2022-05-25 14:01:53,text,True
qshah,Conversation_168,2022-07-06 13:01:33,text,True
qshah,Conversation_168,2021-05-27 03:49:50,text,True
qshah,Conversation_168,2022-03-28 10:35:29,text,False
ashley38,Conversation_169,2023-03-11 05:11:56,image,True
ashley38,Conversation_169,2021-07-02 15:56:34,attachment,True
chenstephanie,Conversation_169,2023-07-26 00:40:46,image,True
leejennifer,Conversation_170,2022-02-20 01:55:28,image,True
qortega,Conversation_170,2020-10-17 20:08:03,text,True
leejennifer,Conversation_170,2023-05-13 13:51:59,attachment,True
qortega,Conversation_170,2021-11-27 07:38:14,attachment,True
aaron26,Conversation_171,2021-09-08 06:00:52,text,True
aaron26,Conversation_171,2022-11-30 01:31:25,text,True
crystal05,Conversation_171,2022-06-11 21:14:39,text,True
aaron26,Conversation_171,2020-04-24 06:53:36,image,False
crystal05,Conversation_171,2023-12-23 01:38:22,text,True
crystal05,Conversation_171,2022-05-29 20:26:51,image,False
crystal05,Conversation_171,2021-02-22 16:31:15,text,True
aaron26,Conversation_171,2020-06-10 22:33:56,attachment,False
crystal05,Conversation_171,2024-03-13 21:27:36,image,True
bsparks,Conversation_172,2021-01-19 12:54:18,attachment,False
bsparks,Conversation_172,2022-06-19 12:28:40,attachment,True
npierce,Conversation_172,2020-09-07 07:22:49,text,True
christine80,Conversation_173,2023-11-12 21:59:37,image,False
christine80,Conversation_173,2020-11-18 10:18:11,attachment,True
karinabrown,Conversation_173,2020-07-08 05:19:21,attachment,False
christine80,Conversation_173,2022-08-18 00:32:31,attachment,True
karinabrown,Conversation_173,2023-05-16 04:57:51,attachment,False
karinabrown,Conversation_173,2022-05-14 05:07:13,image,False
christine80,Conversation_173,2023-07-14 01:43:32,image,True
karinabrown,Conversation_173,2023-10-13 11:42:28,text,True
karinabrown,Conversation_173,2023-02-01 07:07:20,attachment,False
shawnaosborne,Conversation_174,2022-08-15 21:22:31,text,True
jessicawatkins,Conversation_174,2020-08-01 08:41:30,attachment,True
jessicawatkins,Conversation_174,2020-10-07 10:07:09,text,False
shawnaosborne,Conversation_174,2022-04-29 02:35:18,text,True
aaronbarnes,Conversation_175,2022-11-25 11:11:36,attachment,False
blankenshipthomas,Conversation_175,2022-01-02 14:40:37,text,False
blankenshipthomas,Conversation_175,2023-02-13 02:26:32,attachment,True
aaronbarnes,Conversation_175,2023-03-25 06:44:02,image,False
blankenshipthomas,Conversation_175,2020-04-04 02:18:06,text,True
blankenshipthomas,Conversation_175,2020-06-11 22:11:02,text,True
blankenshipthomas,Conversation_175,2020-02-29 05:43:17,attachment,False
blankenshipthomas,Conversation_175,2023-01-19 16:27:32,image,False
aaronbarnes,Conversation_175,2020-10-22 01:09:52,text,False
adamssheila,Conversation_176,2022-06-01 04:29:56,image,True
brian07,Conversation_176,2021-04-21 12:15:56,image,True
brian07,Conversation_176,2020-12-13 07:54:11,image,True
brian07,Conversation_176,2023-11-17 22:28:36,image,False
brian07,Conversation_176,2021-07-16 21:02:59,attachment,False
benjamin91,Conversation_177,2020-03-15 03:53:21,image,False
itran,Conversation_177,2020-05-10 07:08:41,text,False
itran,Conversation_177,2020-11-28 03:24:33,text,False
benjamin91,Conversation_177,2023-12-02 13:27:45,attachment,True
benjamin91,Conversation_177,2022-10-06 17:43:44,text,True
benjamin91,Conversation_177,2020-08-30 08:21:47,text,False
itran,Conversation_177,2023-11-08 20:53:47,attachment,False
michellelawson,Conversation_178,2023-12-18 05:50:54,attachment,False
davisjames,Conversation_178,2022-02-04 04:23:58,text,False
davisjames,Conversation_178,2020-12-15 20:36:23,text,True
davisjames,Conversation_178,2023-11-02 14:58:26,image,False
davisjames,Conversation_178,2022-07-06 09:48:30,image,False
edwardsjames,Conversation_179,2021-07-12 22:11:47,text,True
edwardsjames,Conversation_179,2021-01-14 13:22:23,text,False
edwardsjames,Conversation_179,2021-11-24 08:17:30,image,True
ericboyd,Conversation_179,2022-09-18 09:37:11,text,True
ericboyd,Conversation_179,2022-01-02 14:02:36,attachment,False
ericboyd,Conversation_179,2022-05-17 23:04:53,attachment,True
perkinsjessica,Conversation_180,2020-09-08 01:48:16,text,False
patkinson,Conversation_180,2020-05-13 00:42:34,image,True
perkinsjessica,Conversation_180,2021-04-02 14:57:40,image,True
perkinsjessica,Conversation_180,2020-08-10 14:22:23,image,True
patkinson,Conversation_180,2023-02-16 08:08:26,text,True
patkinson,Conversation_180,2020-02-06 20:51:05,text,False
brownchad,Conversation_181,2023-05-24 02:24:08,image,True
cheyenne47,Conversation_181,2023-03-08 21:56:15,attachment,True
brownchad,Conversation_181,2020-12-14 04:04:34,image,False
cheyenne47,Conversation_181,2021-09-30 08:00:10,attachment,False
brownchad,Conversation_181,2021-03-21 17:43:05,attachment,True
frazierchristopher,Conversation_182,2021-09-18 14:14:27,text,True
frazierchristopher,Conversation_182,2020-11-24 13:07:01,attachment,True
zachary66,Conversation_182,2023-12-17 15:57:05,attachment,True
frazierchristopher,Conversation_182,2022-02-11 20:28:07,attachment,False
zachary66,Conversation_182,2020-12-25 13:10:44,text,True
frazierchristopher,Conversation_182,2021-01-07 19:23:27,text,True
zachary66,Conversation_182,2022-04-09 22:34:48,image,False
frazierchristopher,Conversation_182,2023-05-22 07:35:54,image,True
zachary66,Conversation_182,2022-01-08 13:52:35,image,False
ustrong,Conversation_183,2023-04-02 10:27:46,text,True
ustrong,Conversation_183,2023-08-04 04:56:55,attachment,False
ustrong,Conversation_183,2022-05-27 22:00:06,text,True
ustrong,Conversation_183,2020-12-14 06:36:47,attachment,False
ustrong,Conversation_183,2021-09-01 06:37:39,image,False
chamilton,Conversation_183,2022-04-24 08:43:36,text,True
chamilton,Conversation_183,2021-11-23 18:25:07,text,True
chamilton,Conversation_183,2024-01-08 07:13:18,attachment,False
chamilton,Conversation_183,2022-02-25 05:32:19,text,True
chamilton,Conversation_183,2023-08-02 16:32:16,attachment,False
marynovak,Conversation_184,2022-02-15 18:55:02,image,False
vwilkinson,Conversation_184,2023-09-18 12:42:08,text,True
vwilkinson,Conversation_184,2020-01-18 21:29:51,image,False
marynovak,Conversation_184,2021-07-31 17:52:24,image,False
marynovak,Conversation_184,2023-06-20 05:04:12,text,True
marynovak,Conversation_184,2020-10-27 11:44:26,text,False
vwilkinson,Conversation_184,2020-07-11 04:44:31,text,True
marynovak,Conversation_184,2023-04-03 18:14:06,text,False
meganwoodard,Conversation_185,2022-11-30 18:41:12,text,True
olivia70,Conversation_185,2020-03-27 18:29:24,text,True
meganwoodard,Conversation_185,2024-02-22 21:44:10,text,False
olivia70,Conversation_185,2021-02-20 08:42:24,attachment,False
olivia70,Conversation_185,2022-09-22 11:12:10,attachment,True
meganwoodard,Conversation_185,2022-07-21 09:12:39,text,True
olivia70,Conversation_185,2021-01-03 07:37:08,text,False
dbond,Conversation_186,2023-01-06 02:17:37,text,False
zmoore,Conversation_186,2021-12-18 14:36:40,image,True
dbond,Conversation_186,2022-01-18 21:07:30,text,False
dbond,Conversation_186,2022-06-06 00:23:30,attachment,True
zmoore,Conversation_186,2022-07-16 21:14:47,image,True
dbond,Conversation_186,2022-03-19 07:33:36,text,False
zmoore,Conversation_186,2023-12-25 09:02:06,attachment,True
zmoore,Conversation_186,2023-08-09 07:55:26,attachment,True
zmoore,Conversation_186,2023-07-19 04:56:32,attachment,True
zmoore,Conversation_186,2024-02-26 16:06:56,image,False
teresajackson,Conversation_187,2022-04-08 22:54:21,attachment,True
zpark,Conversation_187,2022-09-17 16:09:31,text,True
teresajackson,Conversation_187,2021-07-30 14:34:24,image,True
zpark,Conversation_187,2021-01-02 08:07:33,text,True
zpark,Conversation_187,2022-02-02 00:41:19,text,False
teresajackson,Conversation_187,2020-05-23 11:23:31,text,True
teresajackson,Conversation_187,2022-12-23 15:19:00,attachment,True
zpark,Conversation_187,2020-09-04 13:50:04,text,True
zpark,Conversation_187,2020-10-15 03:57:50,attachment,False
elizabeth12,Conversation_188,2023-10-22 20:17:05,text,True
davidjoyce,Conversation_188,2021-07-14 21:30:48,text,True
elizabeth12,Conversation_188,2020-08-20 16:53:48,attachment,True
davidjoyce,Conversation_188,2021-06-08 04:49:53,attachment,False
elizabeth12,Conversation_188,2021-11-29 11:18:56,attachment,False
elizabeth12,Conversation_188,2022-11-09 12:10:30,text,True
davidjoyce,Conversation_188,2020-11-13 15:32:07,attachment,True
elizabeth12,Conversation_188,2024-01-20 18:56:27,text,True
elizabeth12,Conversation_188,2020-10-10 13:29:22,text,False
william53,Conversation_189,2022-05-21 16:43:35,attachment,True
william53,Conversation_189,2023-10-01 07:24:44,image,False
pthompson,Conversation_190,2021-07-07 14:59:02,attachment,False
perezjessica,Conversation_190,2020-02-16 05:32:22,attachment,True
pthompson,Conversation_190,2024-01-06 18:46:31,text,False
patrick82,Conversation_191,2020-01-15 22:49:35,text,True
patrick82,Conversation_191,2022-03-04 23:37:49,text,False
jillianjones,Conversation_192,2024-02-14 20:48:01,text,True
robinsonandrea,Conversation_192,2022-05-14 16:59:11,attachment,False
jillianjones,Conversation_192,2023-01-22 14:29:03,text,False
jillianjones,Conversation_192,2023-04-25 20:27:59,attachment,False
robinsonandrea,Conversation_192,2021-09-11 05:45:54,attachment,False
robinsonandrea,Conversation_192,2020-09-10 15:25:41,attachment,False
robinsonandrea,Conversation_192,2020-04-03 00:03:28,text,False
robinsonandrea,Conversation_192,2020-09-17 10:25:34,image,False
gallaghervictoria,Conversation_193,2022-03-25 09:43:00,image,True
gallaghervictoria,Conversation_193,2021-09-29 07:39:46,text,False
gallaghervictoria,Conversation_193,2021-11-29 09:20:47,attachment,True
uwiggins,Conversation_193,2023-08-12 22:57:08,image,True
uwiggins,Conversation_193,2021-11-12 15:59:40,image,True
uwiggins,Conversation_193,2021-10-30 04:08:56,image,True
gallaghervictoria,Conversation_193,2022-09-07 02:35:35,text,False
yrodriguez,Conversation_194,2020-11-14 04:27:47,text,False
yrodriguez,Conversation_194,2022-04-20 10:29:48,attachment,True
yrodriguez,Conversation_194,2021-02-22 03:03:35,attachment,True
whitakerdawn,Conversation_195,2022-05-30 21:58:29,text,False
richardhoffman,Conversation_195,2020-11-23 12:13:10,text,True
richardhoffman,Conversation_195,2024-03-20 18:51:59,text,True
whitakerdawn,Conversation_195,2021-09-25 20:43:22,text,True
whitakerdawn,Conversation_195,2022-06-12 18:59:32,attachment,True
richardhoffman,Conversation_195,2023-03-02 03:45:00,image,False
whitakerdawn,Conversation_195,2022-12-23 06:33:27,attachment,True
richardhoffman,Conversation_195,2022-12-01 19:10:13,image,False
bradleycooley,Conversation_196,2023-09-11 15:24:26,image,False
bradleycooley,Conversation_196,2020-08-10 00:45:41,text,False
zhill,Conversation_196,2024-04-01 05:50:57,image,True
zhill,Conversation_196,2020-09-09 23:09:49,text,True
bradleycooley,Conversation_196,2021-06-20 03:06:02,image,False
bradleycooley,Conversation_196,2021-10-30 00:42:00,image,False
bradleycooley,Conversation_196,2020-01-15 10:00:26,image,False
ryan93,Conversation_197,2022-06-26 20:57:03,text,False
ryan93,Conversation_197,2020-05-18 19:19:01,attachment,False
uwest,Conversation_197,2022-12-21 00:14:38,attachment,True
ryan93,Conversation_197,2021-09-25 16:32:50,text,False
uwest,Conversation_197,2020-03-02 10:29:44,image,False
uwest,Conversation_197,2020-06-12 03:43:39,attachment,False
uwest,Conversation_197,2023-09-24 22:59:36,text,False
ryan93,Conversation_197,2020-07-21 21:31:31,text,False
bobbyrivera,Conversation_198,2021-04-29 00:01:18,image,True
bobbyrivera,Conversation_198,2021-11-01 15:02:58,image,False
kmartinez,Conversation_198,2020-12-02 17:52:57,text,False
kmartinez,Conversation_198,2020-06-20 20:25:23,image,False
wsmith,Conversation_199,2020-11-27 07:46:38,image,True
wsmith,Conversation_199,2021-10-21 19:43:12,text,True
carlapowell,Conversation_199,2021-09-28 05:54:19,image,True
carlapowell,Conversation_199,2020-02-25 07:54:57,attachment,True
wsmith,Conversation_199,2021-04-06 17:55:01,attachment,True
wsmith,Conversation_199,2023-11-14 03:52:51,attachment,True
carlapowell,Conversation_199,2022-09-25 23:45:23,attachment,True
carlapowell,Conversation_199,2020-02-12 15:21:29,attachment,False
wsmith,Conversation_199,2023-11-15 00:21:52,text,False
andrew74,Conversation_200,2021-12-20 09:59:15,image,False
andrew74,Conversation_200,2022-12-09 05:52:38,image,False
steven80,Conversation_200,2021-11-30 06:30:53,attachment,False
steven80,Conversation_200,2023-12-04 13:59:12,text,True
steven80,Conversation_200,2020-03-24 04:48:58,text,True
andrew74,Conversation_200,2024-03-27 13:18:19,text,False
mgamble,Conversation_201,2021-06-24 14:59:57,attachment,False
poolenicole,Conversation_201,2021-05-25 01:21:55,attachment,True
nolanscott,Conversation_202,2020-10-26 08:44:01,image,True
nolanscott,Conversation_202,2021-10-30 03:24:01,text,False
marissa72,Conversation_202,2022-05-27 22:02:36,text,True
nolanscott,Conversation_202,2022-10-12 09:30:37,image,True
marissa72,Conversation_202,2023-11-26 16:14:33,attachment,False
nolanscott,Conversation_202,2021-10-03 22:29:50,image,False
marissa72,Conversation_202,2022-01-17 14:46:10,text,False
marissa72,Conversation_202,2020-05-12 12:02:07,text,True
nolanscott,Conversation_202,2022-05-31 23:18:29,attachment,False
nolanscott,Conversation_202,2020-11-19 07:34:58,text,False
greenamanda,Conversation_203,2022-03-02 12:31:21,image,True
greenamanda,Conversation_203,2023-11-11 17:27:59,image,True
martinezdaniel,Conversation_203,2022-11-11 07:36:18,text,True
greenamanda,Conversation_203,2020-09-10 19:36:59,image,True
martinezdaniel,Conversation_203,2024-03-26 15:03:23,text,False
martinezdaniel,Conversation_203,2021-10-16 10:46:11,text,True
martinezdaniel,Conversation_203,2022-12-03 19:56:41,text,False
rlester,Conversation_204,2020-04-25 11:34:40,image,True
rlester,Conversation_204,2023-09-19 05:16:35,text,True
brittanyblack,Conversation_204,2021-03-28 08:07:41,text,False
brittanyblack,Conversation_204,2023-03-07 15:04:23,text,True
brittanyblack,Conversation_204,2021-02-08 09:22:07,image,True
rlester,Conversation_204,2022-11-11 15:59:55,image,True
rlester,Conversation_204,2021-02-19 22:26:37,attachment,True
rlester,Conversation_204,2022-11-12 14:37:48,text,True
rlester,Conversation_204,2020-05-25 23:37:17,text,True
sanchezbrenda,Conversation_205,2020-03-11 23:53:17,image,True
thomas70,Conversation_205,2022-12-05 22:54:19,attachment,True
sanchezbrenda,Conversation_205,2023-02-14 07:53:20,image,True
thomas70,Conversation_205,2021-01-31 13:24:33,text,False
thomas70,Conversation_205,2023-03-31 14:22:51,attachment,True
jamesbanks,Conversation_206,2023-04-17 09:18:11,text,False
jamesbanks,Conversation_206,2022-12-25 10:25:48,attachment,True
timothy49,Conversation_206,2021-12-09 12:58:13,attachment,True
davidjordan,Conversation_207,2023-09-21 03:08:39,text,False
davidjordan,Conversation_207,2023-05-04 19:46:33,text,True
davidjordan,Conversation_207,2021-01-26 16:22:59,text,False
davidjordan,Conversation_207,2023-09-02 15:20:57,text,True
paul63,Conversation_208,2021-05-13 01:14:55,attachment,True
paul63,Conversation_208,2022-06-23 14:23:42,text,False
gclay,Conversation_208,2020-09-03 15:02:12,image,False
donnajenkins,Conversation_209,2021-01-20 11:36:31,text,False
mcraig,Conversation_209,2022-06-23 10:27:33,image,False
mcraig,Conversation_209,2020-12-23 05:42:32,attachment,True
donnajenkins,Conversation_209,2021-04-08 21:29:01,text,True
donnajenkins,Conversation_209,2022-05-30 14:12:28,attachment,False
mcraig,Conversation_209,2022-09-10 03:33:20,attachment,True
donnajenkins,Conversation_209,2021-11-20 07:02:54,image,True
donnajenkins,Conversation_209,2021-04-13 01:59:46,attachment,False
donnajenkins,Conversation_209,2020-03-20 10:34:08,image,True
trogers,Conversation_210,2020-04-07 03:53:00,attachment,True
stacymurray,Conversation_210,2020-08-28 18:05:12,attachment,False
stacymurray,Conversation_210,2020-06-22 21:51:57,image,False
stacymurray,Conversation_210,2022-11-16 13:20:22,attachment,False
stacymurray,Conversation_210,2020-01-02 04:24:04,image,True
stacymurray,Conversation_210,2021-04-08 20:18:32,text,False
trogers,Conversation_210,2022-08-06 12:15:42,image,False
trogers,Conversation_210,2024-01-07 15:32:56,text,False
stacymurray,Conversation_210,2023-01-22 09:56:23,attachment,True
stacymurray,Conversation_210,2023-04-14 01:34:40,text,True
alewis,Conversation_211,2021-01-02 21:04:58,attachment,True
alewis,Conversation_211,2022-08-29 02:34:54,image,False
alewis,Conversation_211,2023-05-09 15:04:43,image,False
loganluis,Conversation_212,2022-04-21 05:37:39,attachment,False
carrollmark,Conversation_212,2020-09-23 06:11:27,image,True
loganluis,Conversation_212,2021-05-21 03:03:06,attachment,True
carrollmark,Conversation_212,2020-10-14 14:46:46,text,False
loganluis,Conversation_212,2022-11-28 17:18:07,attachment,True
carrollmark,Conversation_212,2024-03-17 21:29:06,image,True
carrollmark,Conversation_212,2020-03-20 13:47:49,attachment,False
loganluis,Conversation_212,2021-03-10 08:19:29,attachment,False
johnsondeborah,Conversation_213,2020-02-29 05:30:45,text,True
johnsondeborah,Conversation_213,2021-06-08 15:57:43,image,False
derekrose,Conversation_213,2022-04-22 20:16:18,image,True
edwardsjames,Conversation_214,2022-07-03 17:43:58,attachment,True
davidryan,Conversation_214,2021-10-14 05:12:17,image,True
davidryan,Conversation_214,2022-05-17 11:50:16,image,True
rray,Conversation_215,2022-08-26 10:22:54,attachment,False
lisajarvis,Conversation_215,2021-07-25 16:50:20,attachment,True
lisajarvis,Conversation_215,2023-05-09 19:32:49,image,False
rray,Conversation_215,2020-09-08 23:16:31,text,False
rray,Conversation_215,2021-04-25 19:23:27,image,True
rray,Conversation_215,2020-08-11 14:32:09,attachment,True
lisajarvis,Conversation_215,2022-07-23 08:01:02,text,True
lisajarvis,Conversation_215,2021-05-31 22:52:16,text,True
lisajarvis,Conversation_215,2020-04-20 04:22:25,text,False
lisajarvis,Conversation_215,2024-02-08 07:14:41,image,False
patkinson,Conversation_216,2022-03-09 04:08:39,attachment,True
patkinson,Conversation_216,2023-01-10 07:59:49,text,False
